question,answer
Cô cho em hỏi thông tin cá nhân trên moodle của em bị sai thì phải làm gì?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Anh cho em hỏi thông tin cá nhân trên moodle của em bị sai thì phải làm gì?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Chị cho em hỏi thông tin cá nhân trên moodle của em bị sai thì phải làm gì?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Admin cho em hỏi thông tin cá nhân trên moodle của em bị sai thì phải làm gì?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Ad cho em hỏi thông tin cá nhân trên moodle của em bị sai thì phải làm gì?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Bot cho em hỏi thông tin cá nhân trên moodle của em bị sai thì phải làm gì?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Thầy cô cho em hỏi thông tin cá nhân trên moodle của em bị sai thì làm như thế nào?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Thầy cho em hỏi thông tin cá nhân trên moodle của em bị sai thì làm như thế nào?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Cô cho em hỏi thông tin cá nhân trên moodle của em bị sai thì làm như thế nào?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Anh cho em hỏi thông tin cá nhân trên moodle của em bị sai thì làm như thế nào?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Chị cho em hỏi thông tin cá nhân trên moodle của em bị sai thì làm như thế nào?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Admin cho em hỏi thông tin cá nhân trên moodle của em bị sai thì làm như thế nào?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Ad cho em hỏi thông tin cá nhân trên moodle của em bị sai thì làm như thế nào?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Bot cho em hỏi thông tin cá nhân trên moodle của em bị sai thì làm như thế nào?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Thầy cô cho em hỏi thông tin cá nhân trên moodle của em bị sai thì cập nhật ra sao?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Thầy cho em hỏi thông tin cá nhân trên moodle của em bị sai thì cập nhật ra sao?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Cô cho em hỏi thông tin cá nhân trên moodle của em bị sai thì cập nhật ra sao?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Anh cho em hỏi thông tin cá nhân trên moodle của em bị sai thì cập nhật ra sao?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Chị cho em hỏi thông tin cá nhân trên moodle của em bị sai thì cập nhật ra sao?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Admin cho em hỏi thông tin cá nhân trên moodle của em bị sai thì cập nhật ra sao?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Ad cho em hỏi thông tin cá nhân trên moodle của em bị sai thì cập nhật ra sao?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Bot cho em hỏi thông tin cá nhân trên moodle của em bị sai thì cập nhật ra sao?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
cập nhật thông tin cá nhân trên moodle của em bị sai thì phải làm sao?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
cập nhật thông tin cá nhân trên moodle của em bị sai thì phải làm gì?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
cập nhật thông tin cá nhân trên moodle của em bị sai thì phải cập nhật như thế nào?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
cập nhật thông tin cá nhân trên moodle của em bị sai thì phải cập nhật ra sao?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Thông tin cá nhân của em trên moodle bị sai ạ.,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Thông tin sinh viên trên moodle bị sai ạ ,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Thông tin của em trên moodle bị sai ạ.,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Làm sao em có thể sửa thông tin sai trên moodle ạ.,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Làm sao em có thể cập nhật thông tin sai trên moodle ạ.,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Làm sao em có thể thay đổi thông tin sai trên moodle ạ.,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
"Sai thông tin, moodle","Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Cập nhật thông tin moodle,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
sửa thông tin trên moodle,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Làm sao để cập nhật lại những thông tin sai trên moodle ạ,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Làm sao để cập nhật lại những thông tin sai trên moodle?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Làm sao để cập nhật thông tin sai trên moodle?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Làm thế nào để cập nhật lại những thông tin sai trên moodle ạ,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Làm thế nào để cập nhật lại những thông tin sai trên moodle?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Làm thế nào để cập nhật thông tin sai trên moodle?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Làm thế nào để hiệu chỉnh những thông tin sai trên moodle ạ?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Làm thế nào để hiệu chỉnh những thông tin sai trên moodle?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Làm thế nào để hiệu chỉnh thông tin sai trên moodle?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Thông tin trên moodle của em bị sai thì em nên làm thế nào ạ?,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
Chỉnh sửa thông tin sai trên moodle ,"Nếu có vấn đề gì về Moodle và web Khoa, em dùng email MSSV@student.hcmus.edu.vn gửi mail đến Bộ phận kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ nhé."
làm thế nào lấy lại được password moodle khi quên pass ?,Em dùng email MSSV@student.hcmus.edu.vn gửi đến Bộ phận Kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ.
làm thế nào lấy lại được mật khẩu moodle?,Em dùng email MSSV@student.hcmus.edu.vn gửi đến Bộ phận Kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ.
Em quên password moodle r thì làm sao để lấy lại được ạ ?,Em dùng email MSSV@student.hcmus.edu.vn gửi đến Bộ phận Kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ.
Em quên password moodle rồi thì làm sao để lấy lại được ạ ?,Em dùng email MSSV@student.hcmus.edu.vn gửi đến Bộ phận Kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ.
Em quên mật khẩu moodle rồi thì làm sao để lấy lại được ạ ?,Em dùng email MSSV@student.hcmus.edu.vn gửi đến Bộ phận Kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ.
Em quên mật khẩu moodle rồi thì làm sao để lấy lại được?,Em dùng email MSSV@student.hcmus.edu.vn gửi đến Bộ phận Kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ.
Có cách nào lấy lại password của moodle không ạ?,Em dùng email MSSV@student.hcmus.edu.vn gửi đến Bộ phận Kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ.
Có cách nào lấy lại password của moodle không?,Em dùng email MSSV@student.hcmus.edu.vn gửi đến Bộ phận Kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ.
Có cách nào lấy lại mật khẩu của moodle không?,Em dùng email MSSV@student.hcmus.edu.vn gửi đến Bộ phận Kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ.
Làm thế nào để lấy lại password của moodle ạ?,Em dùng email MSSV@student.hcmus.edu.vn gửi đến Bộ phận Kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ.
Làm thế nào để lấy lại password của moodle?,Em dùng email MSSV@student.hcmus.edu.vn gửi đến Bộ phận Kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ.
Làm thế nào để lấy lại mật khẩu của moodle?,Em dùng email MSSV@student.hcmus.edu.vn gửi đến Bộ phận Kỹ thuật support@fit.hcmus.edu.vn để được hỗ trợ.
